"Unicode.Code.Point.s.","Emoji","Description","Translated"
"U+1F1E6 U+1F1F4","🇦🇴","Flag: Angola","Bayrak: Angola"
"U+1F1E6 U+1F1F6","🇦🇶","Flag: Antarctica","Bayrak: Antarktika"
"U+1F1E6 U+1F1F7","🇦🇷","Flag: Argentina","Bayrak: Arjantin"
"U+1F1E6 U+1F1F8","🇦🇸","Flag: American Samoa","Bayrak: Amerikan Samoası"
"U+1F1E6 U+1F1F9","🇦🇹","Flag: Austria","Bayrak: Avusturya"
"U+1F1E6 U+1F1FA","🇦🇺","Flag: Australia","Bayrak: Avustralya"
"U+1F1E6 U+1F1FC","🇦🇼","Flag: Aruba","Bayrak: Aruba"
"U+1F1E6 U+1F1FD","🇦🇽","Flag: Åland Islands","Bayrak: Åland Adaları"
"U+1F1E6 U+1F1FF","🇦🇿","Flag: Azerbaijan","Bayrak: Azerbaycan"
"U+1F1E7 U+1F1E6","🇧🇦","Flag: Bosnia & Herzegovina","Bayrak: Bosna-Hersek"
"U+1F1E7 U+1F1E7","🇧🇧","Flag: Barbados","Bayrak: Barbados"
"U+1F1E7 U+1F1E9","🇧🇩","Flag: Bangladesh","Bayrak: Bangladeş"
"U+1F1E7 U+1F1EA","🇧🇪","Flag: Belgium","Bayrak: Belçika"
"U+1F1E7 U+1F1EB","🇧🇫","Flag: Burkina Faso","Bayrak: Burkina Faso"
"U+1F1E7 U+1F1EC","🇧🇬","Flag: Bulgaria","Bayrak: Bulgaristan"
"U+1F1E7 U+1F1ED","🇧🇭","Flag: Bahrain","Bayrak: Bahreyn"
"U+1F1E7 U+1F1EE","🇧🇮","Flag: Burundi","Bayrak: Burundi"
"U+1F1E7 U+1F1EF","🇧🇯","Flag: Benin","Flag: Benin"
"U+1F1E7 U+1F1F1","🇧🇱","Flag: St. Barthélemy","Bayrak: St. Bartholomeos"
"U+1F1E7 U+1F1F2","🇧🇲","Flag: Bermuda","Bayrak: Bermuda"
"U+1F1E7 U+1F1F3","🇧🇳","Flag: Brunei","Bayrak: Brunei"
"U+1F1E7 U+1F1F4","🇧🇴","Flag: Bolivia","Bayrak: Bolivya"
"U+1F1E7 U+1F1F6","🇧🇶","Flag: Caribbean Netherlands","Bayrak: Karayip Hollandası"
"U+1F1E7 U+1F1F7","🇧🇷","Flag: Brazil","Bayrak: Brezilya"
"U+1F1E7 U+1F1F8","🇧🇸","Flag: Bahamas","Bayrak: Bahamalar"
"U+1F1E7 U+1F1F9","🇧🇹","Flag: Bhutan","Bayrak: Butan"
"U+1F1E7 U+1F1FB","🇧🇻","Flag: Bouvet Island","Bayrak: Bouvet Adası"
"U+1F1E7 U+1F1FC","🇧🇼","Flag: Botswana","Bayrak: Botsvana"
"U+1F1E7 U+1F1FE","🇧🇾","Flag: Belarus","Bayrak: Beyaz Rusya"
"U+1F1E7 U+1F1FF","🇧🇿","Flag: Belize","Bayrak: Belize"
"U+1F1E8 U+1F1E6","🇨🇦","Flag: Canada","Bayrak: Kanada"
"U+1F1E8 U+1F1E8","🇨🇨","Flag: Cocos (Keeling) Islands","Bayrak: Cocos (Keeling) Adaları"
"U+1F1E8 U+1F1E9","🇨🇩","Flag: Congo – Kinshasa","Bayrak: Kongo - Kinşasa"
"U+1F1E8 U+1F1EB","🇨🇫","Flag: Central African Republic","Bayrak: Orta Afrika Cumhuriyeti"
"U+1F1E8 U+1F1EC","🇨🇬","Flag: Congo – Brazzaville","Bayrak: Kongo – Brazzaville"
"U+1F1E8 U+1F1ED","🇨🇭","Flag: Switzerland","Bayrak: İsviçre"
"U+1F1E8 U+1F1EE","🇨🇮","Flag: Côte D’Ivoire","Bayrak: Fildişi Sahili"
"U+1F1E8 U+1F1F0","🇨🇰","Flag: Cook Islands","Bayrak: Cook Adaları"
"U+1F1E8 U+1F1F1","🇨🇱","Flag: Chile","Bayrak: Şili"
"U+1F1E8 U+1F1F2","🇨🇲","Flag: Cameroon","Bayrak: Kamerun"
"U+1F1E8 U+1F1F3","🇨🇳","Flag: China","Bayrak: Çin"
"U+1F1E8 U+1F1F4","🇨🇴","Flag: Colombia","Bayrak: Kolombiya"
"U+1F1E8 U+1F1F5","🇨🇵","Flag: Clipperton Island","Bayrak: Clipperton Adası"
"U+1F1E8 U+1F1F7","🇨🇷","Flag: Costa Rica","Bayrak: Kosta Rika"
"U+1F1E8 U+1F1FA","🇨🇺","Flag: Cuba","Bayrak: Küba"
"U+1F1E8 U+1F1FB","🇨🇻","Flag: Cape Verde","Bayrak: Yeşil Burun Adaları"
"U+1F1E8 U+1F1FC","🇨🇼","Flag: Curaçao","Bayrak: Curaçao"
"U+1F1E8 U+1F1FD","🇨🇽","Flag: Christmas Island","Bayrak: Christmas Adası"
"U+1F1E8 U+1F1FE","🇨🇾","Flag: Cyprus","Bayrak: Kıbrıs"
"U+1F1E8 U+1F1FF","🇨🇿","Flag: Czechia","Bayrak: Çekya"
"U+1F1E9 U+1F1EA","🇩🇪","Flag: Germany","Bayrak: Almanya"
"U+1F1E9 U+1F1EC","🇩🇬","Flag: Diego Garcia","Bayrak: Diego Garcia"
"U+1F1E9 U+1F1EF","🇩🇯","Flag: Djibouti","Bayrak: Cibuti"
"U+1F1E9 U+1F1F0","🇩🇰","Flag: Denmark","Bayrak: Danimarka"
"U+1F1E9 U+1F1F2","🇩🇲","Flag: Dominica","Bayrak: Dominika"
"U+1F1E9 U+1F1F4","🇩🇴","Flag: Dominican Republic","Bayrak: Dominik Cumhuriyeti"
"U+1F1E9 U+1F1FF","🇩🇿","Flag: Algeria","Bayrak: Cezayir"
"U+1F1EA U+1F1E6","🇪🇦","Flag: Ceuta & Melilla","Bayrak: Ceuta ve Melilla"
"U+1F1EA U+1F1E8","🇪🇨","Flag: Ecuador","Bayrak: Ekvador"
"U+1F1EA U+1F1EA","🇪🇪","Flag: Estonia","Bayrak: Estonya"
"U+1F1EA U+1F1EC","🇪🇬","Flag: Egypt","Bayrak: Mısır"
"U+1F1EA U+1F1ED","🇪🇭","Flag: Western Sahara","Bayrak: Batı Sahra"
"U+1F1EA U+1F1F7","🇪🇷","Flag: Eritrea","Bayrak: Eritre"
"U+1F1EA U+1F1F8","🇪🇸","Flag: Spain","Bayrak: İspanya"
"U+1F1EA U+1F1F9","🇪🇹","Flag: Ethiopia","Bayrak: Etiyopya"
"U+1F1EA U+1F1FA","🇪🇺","Flag: European Union","Bayrak: Avrupa Birliği"
"U+1F1EB U+1F1EE","🇫🇮","Flag: Finland","Bayrak: Finlandiya"
"U+1F1EB U+1F1EF","🇫🇯","Flag: Fiji","Bayrak: Fiji"
"U+1F1EB U+1F1F0","🇫🇰","Flag: Falkland Islands","Bayrak: Falkland Adaları"
"U+1F1EB U+1F1F2","🇫🇲","Flag: Micronesia","Bayrak: Mikronezya"
"U+1F1EB U+1F1F4","🇫🇴","Flag: Faroe Islands","Bayrak: Faroe Adaları"
"U+1F1EB U+1F1F7","🇫🇷","Flag: France","Bayrak: Fransa"
"U+1F1EC U+1F1E6","🇬🇦","Flag: Gabon","Bayrak: Gabon"
"U+1F1EC U+1F1E7","🇬🇧","Flag: United Kingdom","Bayrak: Birleşik Krallık"
"U+1F1EC U+1F1E9","🇬🇩","Flag: Grenada","Bayrak: Grenada"
"U+1F1EC U+1F1EA","🇬🇪","Flag: Georgia","Bayrak: Gürcistan"
"U+1F1EC U+1F1EB","🇬🇫","Flag: French Guiana","Bayrak: Fransız Guyanası"
"U+1F1EC U+1F1EC","🇬🇬","Flag: Guernsey","Bayrak: Guernsey"
"U+1F1EC U+1F1ED","🇬🇭","Flag: Ghana","Bayrak: Gana"
"U+1F1EC U+1F1EE","🇬🇮","Flag: Gibraltar","Bayrak: Cebelitarık"
"U+1F1EC U+1F1F1","🇬🇱","Flag: Greenland","Bayrak: Grönland"
"U+1F1EC U+1F1F2","🇬🇲","Flag: Gambia","Bayrak: Gambiya"
"U+1F1EC U+1F1F3","🇬🇳","Flag: Guinea","Bayrak: Gine"
"U+1F1EC U+1F1F5","🇬🇵","Flag: Guadeloupe","Bayrak: Guadeloupe"
"U+1F1EC U+1F1F6","🇬🇶","Flag: Equatorial Guinea","Bayrak: Ekvator Ginesi"
"U+1F1EC U+1F1F7","🇬🇷","Flag: Greece","Bayrak: Yunanistan"
"U+1F1EC U+1F1F8","🇬🇸","Flag: South Georgia & South Sandwich Islands","Bayrak: Güney Georgia ve Güney Sandviç Adaları"
"U+1F1EC U+1F1F9","🇬🇹","Flag: Guatemala","Bayrak: Guatemala"
"U+1F1EC U+1F1FA","🇬🇺","Flag: Guam","Bayrak: Guam"
"U+1F1EC U+1F1FC","🇬🇼","Flag: Guinea-Bissau","Bayrak: Gine-Bissau"
"U+1F1EC U+1F1FE","🇬🇾","Flag: Guyana","Bayrak: Guyana"
"U+1F1ED U+1F1F0","🇭🇰","Flag: Hong Kong SAR China","Bayrak: Hong Kong ÖİB Çin"
"U+1F1ED U+1F1F2","🇭🇲","Flag: Heard & Mcdonald Islands","Bayrak: Heard ve Mcdonald Adaları"
"U+1F1ED U+1F1F3","🇭🇳","Flag: Honduras","Bayrak: Honduras"
"U+1F1ED U+1F1F7","🇭🇷","Flag: Croatia","Bayrak: Hırvatistan"
"U+1F1ED U+1F1F9","🇭🇹","Flag: Haiti","Bayrak: Haiti"
"U+1F1ED U+1F1FA","🇭🇺","Flag: Hungary","Bayrak: Macaristan"
"U+1F1EE U+1F1E8","🇮🇨","Flag: Canary Islands","Bayrak: Kanarya Adaları"
"U+1F1EE U+1F1E9","🇮🇩","Flag: Indonesia","Bayrak: Endonezya"
"U+1F1EE U+1F1EA","🇮🇪","Flag: Ireland","Bayrak: İrlanda"
"U+1F1EE U+1F1F1","🇮🇱","Flag: Israel","Bayrak: İsrail"
"U+1F1EE U+1F1F2","🇮🇲","Flag: Isle Of Man","Bayrak: Man Adası"
"U+1F1EE U+1F1F3","🇮🇳","Flag: India","Bayrak: Hindistan"
"U+1F1EE U+1F1F4","🇮🇴","Flag: British Indian Ocean Territory","Bayrak: Britanya Hint Okyanusu Toprakları"
"U+1F1EE U+1F1F6","🇮🇶","Flag: Iraq","Bayrak: Irak"
"U+1F1EE U+1F1F7","🇮🇷","Flag: Iran","Bayrak: İran"
"U+1F1EE U+1F1F8","🇮🇸","Flag: Iceland","Bayrak: İzlanda"
"U+1F1EE U+1F1F9","🇮🇹","Flag: Italy","Bayrak: İtalya"
"U+1F1EF U+1F1EA","🇯🇪","Flag: Jersey","Bayrak: Jersey"
"U+1F1EF U+1F1F2","🇯🇲","Flag: Jamaica","Bayrak: Jamaika"
"U+1F1EF U+1F1F4","🇯🇴","Flag: Jordan","Bayrak: Ürdün"
"U+1F1EF U+1F1F5","🇯🇵","Flag: Japan","Bayrak: Japonya"
"U+1F1F0 U+1F1EA","🇰🇪","Flag: Kenya","Bayrak: Kenya"
"U+1F1F0 U+1F1EC","🇰🇬","Flag: Kyrgyzstan","Bayrak: Kırgızistan"
"U+1F1F0 U+1F1ED","🇰🇭","Flag: Cambodia","Bayrak: Kamboçya"
"U+1F1F0 U+1F1EE","🇰🇮","Flag: Kiribati","Bayrak: Kiribati"
"U+1F1F0 U+1F1F2","🇰🇲","Flag: Comoros","Bayrak: Komorlar"
"U+1F1F0 U+1F1F3","🇰🇳","Flag: St. Kitts & Nevis","Bayrak: St. Kitts ve Nevis"
"U+1F1F0 U+1F1F5","🇰🇵","Flag: North Korea","Bayrak: Kuzey Kore"
"U+1F1F0 U+1F1F7","🇰🇷","Flag: South Korea","Bayrak: Güney Kore"
"U+1F1F0 U+1F1FC","🇰🇼","Flag: Kuwait","Bayrak: Kuveyt"
"U+1F1F0 U+1F1FE","🇰🇾","Flag: Cayman Islands","Bayrak: Cayman Adaları"
"U+1F1F0 U+1F1FF","🇰🇿","Flag: Kazakhstan","Bayrak: Kazakistan"
"U+1F1F1 U+1F1E6","🇱🇦","Flag: Laos","Bayrak: Laos"
"U+1F1F1 U+1F1E7","🇱🇧","Flag: Lebanon","Bayrak: Lübnan"
"U+1F1F1 U+1F1E8","🇱🇨","Flag: St. Lucia","Bayrak: Saint Lucia"
"U+1F1F1 U+1F1EE","🇱🇮","Flag: Liechtenstein","Bayrak: Lihtenştayn"
"U+1F1F1 U+1F1F0","🇱🇰","Flag: Sri Lanka","Bayrak: Sri Lanka"
"U+1F1F1 U+1F1F7","🇱🇷","Flag: Liberia","Bayrak: Liberya"
"U+1F1F1 U+1F1F8","🇱🇸","Flag: Lesotho","Bayrak: Lesoto"
"U+1F1F1 U+1F1F9","🇱🇹","Flag: Lithuania","Bayrak: Litvanya"
"U+1F1F1 U+1F1FA","🇱🇺","Flag: Luxembourg","Bayrak: Lüksemburg"
"U+1F1F1 U+1F1FB","🇱🇻","Flag: Latvia","Bayrak: Letonya"
"U+1F1F1 U+1F1FE","🇱🇾","Flag: Libya","Bayrak: Libya"
"U+1F1F2 U+1F1E6","🇲🇦","Flag: Morocco","Bayrak: Fas"
"U+1F1F2 U+1F1E8","🇲🇨","Flag: Monaco","Bayrak: Monako"
"U+1F1F2 U+1F1E9","🇲🇩","Flag: Moldova","Bayrak: Moldova"
"U+1F1F2 U+1F1EA","🇲🇪","Flag: Montenegro","Bayrak: Karadağ"
"U+1F1F2 U+1F1EB","🇲🇫","Flag: St. Martin","Bayrak: St. Martin"
"U+1F1F2 U+1F1EC","🇲🇬","Flag: Madagascar","Bayrak: Madagaskar"
"U+1F1F2 U+1F1ED","🇲🇭","Flag: Marshall Islands","Bayrak: Marshall Adaları"
"U+1F1F2 U+1F1F0","🇲🇰","Flag: North Macedonia","Bayrak: Kuzey Makedonya"
"U+1F1F2 U+1F1F1","🇲🇱","Flag: Mali","Bayrak: Mali"
"U+1F1F2 U+1F1F2","🇲🇲","Flag: Myanmar (Burma)","Bayrak: Myanmar (Burma)"
"U+1F1F2 U+1F1F3","🇲🇳","Flag: Mongolia","Bayrak: Moğolistan"
"U+1F1F2 U+1F1F4","🇲🇴","Flag: Macao Sar China","Bayrak: Makao Sar Çin"
"U+1F1F2 U+1F1F5","🇲🇵","Flag: Northern Mariana Islands","Bayrak: Kuzey Mariana Adaları"
"U+1F1F2 U+1F1F6","🇲🇶","Flag: Martinique","Bayrak: Martinik"
"U+1F1F2 U+1F1F7","🇲🇷","Flag: Mauritania","Bayrak: Moritanya"
"U+1F1F2 U+1F1F8","🇲🇸","Flag: Montserrat","Bayrak: Montserrat"
"U+1F1F2 U+1F1F9","🇲🇹","Flag: Malta","Bayrak: Malta"
"U+1F1F2 U+1F1FA","🇲🇺","Flag: Mauritius","Bayrak: Mauritius"
"U+1F1F2 U+1F1FB","🇲🇻","Flag: Maldives","Bayrak: Maldivler"
"U+1F1F2 U+1F1FC","🇲🇼","Flag: Malawi","Bayrak: Malavi"
"U+1F1F2 U+1F1FD","🇲🇽","Flag: Mexico","Bayrak: Meksika"
"U+1F1F2 U+1F1FE","🇲🇾","Flag: Malaysia","Bayrak: Malezya"
"U+1F1F2 U+1F1FF","🇲🇿","Flag: Mozambique","Bayrak: Mozambik"
"U+1F1F3 U+1F1E6","🇳🇦","Flag: Namibia","Bayrak: Namibya"
"U+1F1F3 U+1F1E8","🇳🇨","Flag: New Caledonia","Bayrak: Yeni Kaledonya"
"U+1F1F3 U+1F1EA","🇳🇪","Flag: Niger","Bayrak: Nijer"
"U+1F1F3 U+1F1EB","🇳🇫","Flag: Norfolk Island","Bayrak: Norfolk Adası"
"U+1F1F3 U+1F1EC","🇳🇬","Flag: Nigeria","Bayrak: Nijerya"
"U+1F1F3 U+1F1EE","🇳🇮","Flag: Nicaragua","Bayrak: Nikaragua"
"U+1F1F3 U+1F1F1","🇳🇱","Flag: Netherlands","Bayrak: Hollanda"
"U+1F1F3 U+1F1F4","🇳🇴","Flag: Norway","Bayrak: Norveç"
"U+1F1F3 U+1F1F5","🇳🇵","Flag: Nepal","Bayrak: Nepal"
"U+1F1F3 U+1F1F7","🇳🇷","Flag: Nauru","Bayrak: Nauru"
"U+1F1F3 U+1F1FA","🇳🇺","Flag: Niue","Bayrak: Niue"
"U+1F1F3 U+1F1FF","🇳🇿","Flag: New Zealand","Bayrak: Yeni Zelanda"
"U+1F1F4 U+1F1F2","🇴🇲","Flag: Oman","Bayrak: Umman"
"U+1F1F5 U+1F1E6","🇵🇦","Flag: Panama","Bayrak: Panama"
"U+1F1F5 U+1F1EA","🇵🇪","Flag: Peru","Bayrak: Peru"
"U+1F1F5 U+1F1EB","🇵🇫","Flag: French Polynesia","Bayrak: Fransız Polinezyası"
"U+1F1F5 U+1F1EC","🇵🇬","Flag: Papua New Guinea","Bayrak: Papua Yeni Gine"
"U+1F1F5 U+1F1ED","🇵🇭","Flag: Philippines","Bayrak: Filipinler"
"U+1F1F5 U+1F1F0","🇵🇰","Flag: Pakistan","Bayrak: Pakistan"
"U+1F1F5 U+1F1F1","🇵🇱","Flag: Poland","Bayrak: Polonya"
"U+1F1F5 U+1F1F2","🇵🇲","Flag: St. Pierre & Miquelon","Bayrak: St. Pierre ve Miquelon"
"U+1F1F5 U+1F1F3","🇵🇳","Flag: Pitcairn Islands","Bayrak: Pitcairn Adaları"
"U+1F1F5 U+1F1F7","🇵🇷","Flag: Puerto Rico","Bayrak: Porto Riko"
"U+1F1F5 U+1F1F8","🇵🇸","Flag: Palestinian Territories","Bayrak: Filistin Toprakları"
"U+1F1F5 U+1F1F9","🇵🇹","Flag: Portugal","Bayrak: Portekiz"
"U+1F1F5 U+1F1FC","🇵🇼","Flag: Palau","Bayrak: Palau"
"U+1F1F5 U+1F1FE","🇵🇾","Flag: Paraguay","Bayrak: Paraguay"
"U+1F1F6 U+1F1E6","🇶🇦","Flag: Qatar","Bayrak: Katar"
"U+1F1F7 U+1F1EA","🇷🇪","Flag: Réunion","Bayrak: Toplantı"
"U+1F1F7 U+1F1F4","🇷🇴","Flag: Romania","Bayrak: Romanya"
"U+1F1F7 U+1F1F8","🇷🇸","Flag: Serbia","Bayrak: Sırbistan"
"U+1F1F7 U+1F1FA","🇷🇺","Flag: Russia","Bayrak: Rusya"
"U+1F1F7 U+1F1FC","🇷🇼","Flag: Rwanda","Bayrak: Ruanda"
"U+1F1F8 U+1F1E6","🇸🇦","Flag: Saudi Arabia","Bayrak: Suudi Arabistan"
"U+1F1F8 U+1F1E7","🇸🇧","Flag: Solomon Islands","Bayrak: Solomon Adaları"
"U+1F1F8 U+1F1E8","🇸🇨","Flag: Seychelles","Bayrak: Seyşeller"
"U+1F1F8 U+1F1E9","🇸🇩","Flag: Sudan","Bayrak: Sudan"
"U+1F1F8 U+1F1EA","🇸🇪","Flag: Sweden","Bayrak: İsveç"
"U+1F1F8 U+1F1EC","🇸🇬","Flag: Singapore","Bayrak: Singapur"
"U+1F1F8 U+1F1ED","🇸🇭","Flag: St. Helena","Bayrak: St. Helena"
"U+1F1F8 U+1F1EE","🇸🇮","Flag: Slovenia","Bayrak: Slovenya"
"U+1F1F8 U+1F1EF","🇸🇯","Flag: Svalbard & Jan Mayen","Bayrak: Svalbard ve Jan Mayen"
"U+1F1F8 U+1F1F0","🇸🇰","Flag: Slovakia","Bayrak: Slovakya"
"U+1F1F8 U+1F1F1","🇸🇱","Flag: Sierra Leone","Bayrak: Sierra Leone"
"U+1F1F8 U+1F1F2","🇸🇲","Flag: San Marino","Bayrak: San Marino"
"U+1F1F8 U+1F1F3","🇸🇳","Flag: Senegal","Bayrak: Senegal"
"U+1F1F8 U+1F1F4","🇸🇴","Flag: Somalia","Bayrak: Somali"
"U+1F1F8 U+1F1F7","🇸🇷","Flag: Suriname","Bayrak: Surinam"
"U+1F1F8 U+1F1F8","🇸🇸","Flag: South Sudan","Bayrak: Güney Sudan"
"U+1F1F8 U+1F1F9","🇸🇹","Flag: São Tomé & Príncipe","Bayrak: São Tomé ve Príncipe"
"U+1F1F8 U+1F1FB","🇸🇻","Flag: El Salvador","Bayrak: El Salvador"
"U+1F1F8 U+1F1FD","🇸🇽","Flag: Sint Maarten","Bayrak: Sint Maarten"
"U+1F1F8 U+1F1FE","🇸🇾","Flag: Syria","Bayrak: Suriye"
"U+1F1F8 U+1F1FF","🇸🇿","Flag: Eswatini","Bayrak: Swat"
"U+1F1F9 U+1F1E6","🇹🇦","Flag: Tristan Da Cunha","Bayrak: Tristan Da Cunha"
"U+1F1F9 U+1F1E8","🇹🇨","Flag: Turks & Caicos Islands","Bayrak: Turks ve Caicos Adaları"
"U+1F1F9 U+1F1E9","🇹🇩","Flag: Chad","Bayrak: Çad"
"U+1F1F9 U+1F1EB","🇹🇫","Flag: French Southern Territories","Bayrak: Fransız Güney Toprakları"
"U+1F1F9 U+1F1EC","🇹🇬","Flag: Togo","Bayrak: Togo"
"U+1F1F9 U+1F1ED","🇹🇭","Flag: Thailand","Bayrak: Tayland"
"U+1F1F9 U+1F1EF","🇹🇯","Flag: Tajikistan","Bayrak: Tacikistan"
"U+1F1F9 U+1F1F0","🇹🇰","Flag: Tokelau","Bayrak: Tokelau"
"U+1F1F9 U+1F1F1","🇹🇱","Flag: Timor-Leste","Bayrak: Doğu Timor"
"U+1F1F9 U+1F1F2","🇹🇲","Flag: Turkmenistan","Bayrak: Türkmenistan"
"U+1F1F9 U+1F1F3","🇹🇳","Flag: Tunisia","Bayrak: Tunus"
"U+1F1F9 U+1F1F4","🇹🇴","Flag: Tonga","Bayrak: Tonga"
"U+1F1F9 U+1F1F7","🇹🇷","Flag: Turkey","Bayrak: Türkiye"
"U+1F1F9 U+1F1F9","🇹🇹","Flag: Trinidad & Tobago","Bayrak: Trinidad ve Tobago"
"U+1F1F9 U+1F1FB","🇹🇻","Flag: Tuvalu","Bayrak: Tuvalu"
"U+1F1F9 U+1F1FC","🇹🇼","Flag: Taiwan","Bayrak: Tayvan"
"U+1F1F9 U+1F1FF","🇹🇿","Flag: Tanzania","Bayrak: Tanzanya"
"U+1F1FA U+1F1E6","🇺🇦","Flag: Ukraine","Bayrak: Ukrayna"
"U+1F1FA U+1F1EC","🇺🇬","Flag: Uganda","Bayrak: Uganda"
"U+1F1FA U+1F1F2","🇺🇲","Flag: U.S. Outlying Islands","Bayrak: ABD Dış Adaları"
"U+1F1FA U+1F1F3","🇺🇳","Flag: United Nations","Bayrak: Birleşmiş Milletler"
"U+1F1FA U+1F1F8","🇺🇸","Flag: United States","Bayrak: Amerika Birleşik Devletleri"
"U+1F1FA U+1F1FE","🇺🇾","Flag: Uruguay","Bayrak: Uruguay"
"U+1F1FA U+1F1FF","🇺🇿","Flag: Uzbekistan","Bayrak: Özbekistan"
"U+1F1FB U+1F1E6","🇻🇦","Flag: Vatican City","Bayrak: Vatikan Şehri"
"U+1F1FB U+1F1E8","🇻🇨","Flag: St. Vincent & Grenadines","Bayrak: St. Vincent ve Grenadinler"
"U+1F1FB U+1F1EA","🇻🇪","Flag: Venezuela","Bayrak: Venezuela"
"U+1F1FB U+1F1EC","🇻🇬","Flag: British Virgin Islands","Bayrak: Britanya Virjin Adaları"
"U+1F1FB U+1F1EE","🇻🇮","Flag: U.S. Virgin Islands","Bayrak: ABD Virjin Adaları"
"U+1F1FB U+1F1F3","🇻🇳","Flag: Vietnam","Bayrak: Vietnam"
"U+1F1FB U+1F1FA","🇻🇺","Flag: Vanuatu","Bayrak: Vanuatu"
"U+1F1FC U+1F1EB","🇼🇫","Flag: Wallis & Futuna","Bayrak: Wallis ve Futuna"
"U+1F1FC U+1F1F8","🇼🇸","Flag: Samoa","Bayrak: Samoa"
"U+1F1FD U+1F1F0","🇽🇰","Flag: Kosovo","Bayrak: Kosova"
"U+1F1FE U+1F1EA","🇾🇪","Flag: Yemen","Bayrak: Yemen"
"U+1F1FE U+1F1F9","🇾🇹","Flag: Mayotte","Bayrak: Mayotte"
"U+1F1FF U+1F1E6","🇿🇦","Flag: South Africa","Bayrak: Güney Afrika"
"U+1F1FF U+1F1F2","🇿🇲","Flag: Zambia","Bayrak: Zambiya"
"U+1F1FF U+1F1FC","🇿🇼","Flag: Zimbabwe","Bayrak: Zimbabve"
"U+1F3F4 U+E0067 U+E0062 U+E0065 U+E006E U+E0067 U+E007F","🏴󠁧󠁢󠁥󠁮󠁧󠁿","Flag: England","Bayrak: İngiltere"
"U+1F3F4 U+E0067 U+E0062 U+E0073 U+E0063 U+E0074 U+E007F","🏴󠁧󠁢󠁳󠁣󠁴󠁿","Flag: Scotland","Bayrak: İskoçya"
"U+1F3F4 U+E0067 U+E0062 U+E0077 U+E006C U+E0073 U+E007F","🏴󠁧󠁢󠁷󠁬󠁳󠁿","Flag: Wales","Bayrak: Galler"
"U+1F44B U+1F3FB","👋🏻","Waving Hand: Light Skin Tone","Sallanan El: Açık Cilt Tonu"
"U+1F44B U+1F3FC","👋🏼","Waving Hand: Medium-Light Skin Tone","Sallanan El: Orta Açık Cilt Tonu"
"U+1F44B U+1F3FD","👋🏽","Waving Hand: Medium Skin Tone","Sallanan El: Orta Cilt Tonu"
"U+1F44B U+1F3FE","👋🏾","Waving Hand: Medium-Dark Skin Tone","Sallanan El: Orta Koyu Cilt Tonu"
"U+1F44B U+1F3FF","👋🏿","Waving Hand: Dark Skin Tone","Sallanan El: Koyu Cilt Tonu"
"U+1F91A U+1F3FB","🤚🏻","Raised Back Of Hand: Light Skin Tone","Elin Arkası Kalkık: Açık Cilt Tonu"
"U+1F91A U+1F3FC","🤚🏼","Raised Back Of Hand: Medium-Light Skin Tone","Elin Arkası Kalkık: Orta Açık Cilt Tonu"
"U+1F91A U+1F3FD","🤚🏽","Raised Back Of Hand: Medium Skin Tone","Elin Arkası Kalkık: Orta Cilt Tonu"
"U+1F91A U+1F3FE","🤚🏾","Raised Back Of Hand: Medium-Dark Skin Tone","Elin Arkası Kaldırılmış: Orta-Koyu Cilt Tonu"
"U+1F91A U+1F3FF","🤚🏿","Raised Back Of Hand: Dark Skin Tone","Elin Arkası Kaldırılmış: Koyu Cilt Tonu"
"U+1F590 U+1F3FB","🖐🏻","Hand With Fingers Splayed: Light Skin Tone","Parmakları Açık El: Açık Cilt Tonu"
"U+1F590 U+1F3FC","🖐🏼","Hand With Fingers Splayed: Medium-Light Skin Tone","Parmakları Açık Olan El: Orta Açık Cilt Tonu"
"U+1F590 U+1F3FD","🖐🏽","Hand With Fingers Splayed: Medium Skin Tone","Parmakları Açık Olan El: Orta Cilt Tonu"
"U+1F590 U+1F3FE","🖐🏾","Hand With Fingers Splayed: Medium-Dark Skin Tone","Parmakları Açık El: Orta Koyu Cilt Tonu"
"U+1F590 U+1F3FF","🖐🏿","Hand With Fingers Splayed: Dark Skin Tone","Parmakları Açık El: Koyu Cilt Tonu"
"U+270B U+1F3FB","✋🏻","Raised Hand: Light Skin Tone","Kaldırılmış El: Açık Cilt Tonu"
"U+270B U+1F3FC","✋🏼","Raised Hand: Medium-Light Skin Tone","Kaldırılmış El: Orta Açık Cilt Tonu"
"U+270B U+1F3FD","✋🏽","Raised Hand: Medium Skin Tone","Kaldırılmış El: Orta Cilt Tonu"
"U+270B U+1F3FE","✋🏾","Raised Hand: Medium-Dark Skin Tone","Kaldırılmış El: Orta-Koyu Cilt Tonu"
"U+270B U+1F3FF","✋🏿","Raised Hand: Dark Skin Tone","Kaldırılan El: Koyu Cilt Tonu"
"U+1F596 U+1F3FB","🖖🏻","Vulcan Salute: Light Skin Tone","Vulkan Selamı: Açık Cilt Tonu"
"U+1F596 U+1F3FC","🖖🏼","Vulcan Salute: Medium-Light Skin Tone","Vulkan Selamı: Orta Açık Cilt Tonu"
"U+1F596 U+1F3FD","🖖🏽","Vulcan Salute: Medium Skin Tone","Vulkan Selamı: Orta Cilt Tonu"
"U+1F596 U+1F3FE","🖖🏾","Vulcan Salute: Medium-Dark Skin Tone","Vulkan Selamı: Orta Koyu Cilt Tonu"
